lovebird1_qp27 32 3.33333 0.837882 5255028 1565438 1428480 857088 414720
lovebird1_qp32 32 3.33333 0.834027 5222625 1545131 1428480 857088 414720
lovebird1_qp37 32 3.33333 0.823702 5131848 1484765 1428480 857088 414720
lovebird1_qp22 64 3.33333 0.711062 9086746 3993707 2571264 1428480 746496
lovebird1_qp27 64 3.33333 0.707794 9027338 3967064 2571264 1428480 746496
lovebird1_qp32 64 3.33333 0.703233 8822127 3839538 2571264 1428480 746496
lovebird1_qp37 64 3.33333 0.686783 8276015 3474500 2571264 1428480 746496
lovebird1_qp22 96 3.33333 0.671665 12427770 6419663 3714048 1999872 1078272
lovebird1_qp27 96 3.33333 0.670067 12299915 6353704 3714048 1999872 1078272
lovebird1_qp32 96 3.33333 0.665579 11894729 6096879 3714048 1999872 1078272
lovebird1_qp37 96 3.33333 0.654247 10853224 5393902 3714048 1999872 1078272
lovebird1_qp22 128 3.33333 0.541044 12428673 6420566 4856832 2571264 1410048
lovebird1_qp27 128 3.33333 0.540525 12301315 6355100 4856832 2571264 1410048
lovebird1_qp32 128 3.33333 0.537888 11897423 6099572 4856832 2571264 1410048
lovebird1_qp37 128 3.33333 0.527889 10855842 5396520 4856832 2571264 1410048
kendo_qp22 16 3.33333 0.981081 2571264 635904 857088 571392 248832
kendo_qp27 16 3.33333 0.980458 2571264 635904 857088 571392 248832
kendo_qp32 16 3.33333 0.999041 2571264 635904 857088 571392 248832
kendo_qp37 16 3.33333 0.998984 2571264 635904 857088 571392 248832
kendo_qp22 32 3.33333 0.922236 6216836 1712431 1428480 857088 414720
kendo_qp27 32 3.33333 0.915894 6131592 1696931 1428480 857088 414720
kendo_qp32 32 3.33333 0.910862 6023526 1670475 1428480 857088 414720
kendo_qp37 32 3.33333 0.900404 5873781 1632782 1428480 857088 414720
kendo_qp22 64 3.33333 0.770485 11598404 4679270 2571264 1428480 746496
kendo_qp27 64 3.33333 0.763005 11328295 4597353 2571264 1428480 746496
kendo_qp32 64 3.33333 0.758066 10962904 4442806 2571264 1428480 746496
kendo_qp37 64 3.33333 0.750294 10468614 4229376 2571264 1428480 746496
kendo_qp22 96 3.33333 0.662738 15560610 7444677 3714048 1999872 1078272
kendo_qp27 96 3.33333 0.662453 15183971 7300860 3714048 1999872 1078272
kendo_qp32 96 3.33333 0.661352 14654576 7033056 3714048 1999872 1078272
kendo_qp37 96 3.33333 0.657838 13956308 6697540 3714048 1999872 1078272
kendo_qp22 128 3.33333 0.568241 15682280 7565210 4856832 2571264 1410048
kendo_qp27 128 3.33333 0.567688 15306761 7422329 4856832 2571264 1410048
kendo_qp32 128 3.33333 0.565035 14790412 7167521 4856832 2571264 1410048
kendo_qp37 128 3.33333 0.561896 14079649 6819882 4856832 2571264 1410048
poznan_hall2_qp22 16 3.33333 0.99911 6829920 1689120 2276640 1517760 660960
poznan_hall2_qp27 16 3.33333 0.999077 6829920 1689120 2276640 1517760 660960
poznan_hall2_qp32 16 3.33333 0.999016 6829920 1689120 2276640 1517760 660960
poznan_hall2_qp37 16 3.33333 0.977507 6829920 1689120 2276640 1517760 660960
poznan_hall2_qp22 32 3.33333 0.920175 16491151 4528243 3794400 2276640 1101600
poznan_hall2_qp27 32 3.33333 0.915333 16350005 4461490 3794400 2276640 1101600
poznan_hall2_qp32 32 3.33333 0.907275 15976725 4350042 3794400 2276640 1101600
poznan_hall2_qp37 32 3.33333 0.916758 15489449 4252524 3794400 2276640 1101600
poznan_hall2_qp22 64 3.33333 0.775895 30602769 12302660 6829920 3794400 1982880
poznan_hall2_qp27 64 3.33333 0.762057 29643650 11813120 6829920 3794400 1982880
poznan_hall2_qp32 64 3.33333 0.772343 28107385 11096207 6829920 3794400 1982880
poznan_hall2_qp37 64 3.33333 0.784083 26390484 10409725 6829920 3794400 1982880
poznan_hall2_qp22 96 3.33333 0.670748 40535506 19231506 9865440 5312160 2864160
poznan_hall2_qp27 96 3.33333 0.655954 38940594 18341773 9865440 5312160 2864160
poznan_hall2_qp32 96 3.33333 0.655507 36672849 17170328 9865440 5312160 2864160
poznan_hall2_qp37 96 3.33333 0.687957 34039071 15904762 9865440 5312160 2864160
poznan_hall2_qp22 128 3.33333 0.573534 41101521 19713842 12900960 6829920 3745440
poznan_hall2_qp27 128 3.33333 0.570323 39586062 18833076 12900960 6829920 3745440
poznan_hall2_qp32 128 3.33333 0.559409 37314063 17649150 12900960 6829920 3745440
poznan_hall2_qp37 128 3.33333 0.606374 34614218 16335694 12900960 6829920 3745440
dancer_qp22 16 3.33333 0.999115 6829920 1689120 2276640 1517760 660960
dancer_qp27 16 3.33333 0.999081 6829920 1689120 2276640 1517760 660960
dancer_qp32 16 3.33333 0.99905 6829920 1689120 2276640 1517760 660960
dancer_qp37 16 3.33333 0.977623 6829920 1689120 2276640 1517760 660960
dancer_qp22 32 3.33333 0.925789 16545208 4563699 3794400 2276640 1101600
dancer_qp27 32 3.33333 0.919645 16209848 4493631 3794400 2276640 1101600
dancer_qp32 32 3.33333 0.913586 15989501 4472519 3794400 2276640 1101600
dancer_qp37 32 3.33333 0.917484 15278932 4316007 3794400 2276640 1101600
dancer_qp22 64 3.33333 0.782361 30868967 12415929 6829920 3794400 1982880
dancer_qp27 64 3.33333 0.762096 29638729 11886482 6829920 3794400 1982880
dancer_qp32 64 3.33333 0.755696 28562343 11522366 6829920 3794400 1982880
dancer_qp37 64 3.33333 0.785092 26068956 10511880 6829920 3794400 1982880
dancer_qp22 96 3.33333 0.663285 40375466 19131868 9865440 5312160 2864160
dancer_qp27 96 3.33333 0.653859 38435384 18137688 9865440 5312160 2864160
dancer_qp32 96 3.33333 0.651163 36594932 17375237 9865440 5312160 2864160
dancer_qp37 96 3.33333 0.686709 33261885 15799116 9865440 5312160 2864160
dancer_qp22 128 3.33333 0.557862 40385936 19142286 12900960 6829920 3745440
dancer_qp27 128 3.33333 0.560405 38474350 18176015 12900960 6829920 3745440
dancer_qp32 128 3.33333 0.572719 36676584 17454252 12900960 6829920 3745440
dancer_qp37 128 3.33333 0.582585 33485390 16019988 12900960 6829920 3745440
